,Unnamed: 0.1,Unnamed: 0,Event ID,Event Date,Event Type,Event Intensity,Quad Code,Contexts,Actor Name,Actor Country,Actor Title,Actor Name Raw,Recipient Name,Recipient Country,Recipient Title,Recipient Name Raw,Country,Raw Placename,Publication Date,Language,Version
2391,2391,2391,20230411-6279-8A8A9A3A0644_Accuse,2023-04-11,Accuse,-3.0,Verbal Conflict,,Supreme Court,,Court Supreme,Supreme Court,Government Of Gujarat,India,Government,Gujarat Government,IND,"['[""[\'GJ\']""]']",2023-04-11,English,Ngec_Coder-Vers001-B1-Run-001
2392,2392,2392,20230411-6454-93A61Adc2B3A_Accuse,2023-04-11,Accuse,-3.0,Verbal Conflict,,Punjab,Pakistan,Region,Punjab Vigilance Bureau,Kushaldeep Singh Dhillon,India,Politician,Kushaldeep Singh Dhillon,IND,"['[""[\'PB\']""]']",2023-04-11,English,Ngec_Coder-Vers001-B1-Run-001
2393,2393,2393,20230412-8154-F2Cac32Fb5A6_Request,2023-04-12,Request,0.0,Verbal Conflict,,Uddhav Thackeray,India,Sen.,Uddhav Thackeray,Eknath Shinde,India,Chairman Of The Council Of Ministers,Eknath Shinde,IND,"['[""[\'MH\']""]']",2023-04-12,English,Ngec_Coder-Vers001-B1-Run-001
2394,2394,2394,20230412-0865-D71Cf13C3Db2_Accuse,2023-04-12,Accuse,-3.0,Verbal Conflict,,Delhi High Court,India,High Court,Delhi High Court,Enforcement Directorate,India,Law Enforcement Agency,Enforcement Directorate,IND,"['[""[\'DL\']""]']",2023-04-12,English,Ngec_Coder-Vers001-B1-Run-001
2395,2395,2395,20230412-4416-685264D84C00_Accuse,2023-04-12,Accuse,-3.0,Verbal Conflict,,Shiv Sena,India,Political Party,Shiv Sena,Eknath Shinde,India,Chairman Of The Council Of Ministers,Eknath Shinde,IND,"['[""[\'UP\']""]']",2023-04-12,English,Ngec_Coder-Vers001-B1-Run-001
2396,2396,2396,20230412-8679-D6829C800Da7_Accuse,2023-04-12,Accuse,-3.0,Verbal Conflict,,Delhi High Court,India,High Court,Delhi Court,Manish Sisodia,India,Deputy Prime Minister,Manish Sisodia,IND,"['[""[\'DL\']""]']",2023-04-12,English,Ngec_Coder-Vers001-B1-Run-001
2397,2397,2397,20230412-2731-16E48D154B96_Request,2023-04-12,Request,0.0,Verbal Conflict,,Uddhav Thackeray,India,Sen.,Uddhav Thackeray,Eknath Shinde,India,Chairman Of The Council Of Ministers,Eknath Shinde,IND,"['[""[\'MH\']""]']",2023-04-12,English,Ngec_Coder-Vers001-B1-Run-001
2398,2398,2398,20230413-0977-C1D348B32Abb_Accuse,2023-04-13,Accuse,-3.0,Verbal Conflict,Election,Akhilesh Yadav,India,Leader Of The Opposition,Akhilesh Yadav,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'UP\']""]']",2023-04-13,English,Ngec_Coder-Vers001-B1-Run-001
2399,2399,2399,20230413-2291-9076D49Cb87D_Assault,2023-04-13,Assault,-9.0,Material Conflict,,Akhilesh Yadav,India,Leader Of The Opposition,Akhilesh Yadav,Yogi Adityanath,India,Chief Minister,Yogi Adityanath Government,IND,"['[""[\'UP\']""]']",2023-04-13,English,Ngec_Coder-Vers001-B1-Run-001
2400,2400,2400,20230413-9458-6F7B700A8E45_Accuse,2023-04-13,Accuse,-3.0,Verbal Conflict,,Delhi High Court,India,High Court,Delhi Court,Satyendra Kumar Jain,India,Cabinet Minister,Satyendar Jain,IND,"['[""[\'DL\']""]']",2023-04-13,English,Ngec_Coder-Vers001-B1-Run-001
2401,2401,2401,20230413-0001-37853F8Fe707_Accuse,2023-04-13,Accuse,-3.0,Verbal Conflict,,Bharatiya Janata Party,India,Political Party,Bjp,Aam Aadmi Party,India,Political Party,Aam Aadmi Party,IND,"['[""[\'BR\']""]']",2023-04-13,English,Ngec_Coder-Vers001-B1-Run-001
2402,2402,2402,20230413-9458-6F7B700A8E45_Request,2023-04-13,Request,0.0,Verbal Conflict,,Delhi High Court,India,High Court,Delhi Court,Enforcement Directorate,India,Law Enforcement Agency,Enforcement Directorate,IND,"['[""[\'DL\']""]']",2023-04-13,English,Ngec_Coder-Vers001-B1-Run-001
2403,2403,2403,20230413-5873-B81F2B75D029_Request,2023-04-13,Request,0.0,Verbal Conflict,,Delhi High Court,India,High Court,Delhi Court,Enforcement Directorate,India,Law Enforcement Agency,Enforcement Directorate,IND,"['[""[\'DL\']""]']",2023-04-13,English,Ngec_Coder-Vers001-B1-Run-001
2404,2404,2404,20230413-8698-77C8D2Df5Be5_Retreat,2023-04-13,Retreat,6.5,Material Cooperation,Election,Ashok Gehlot,India,Chief Minister,Ashok Gehlot,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,IND,"['[""[\'DL\']""]']",2023-04-13,English,Ngec_Coder-Vers001-B1-Run-001
2405,2405,2405,20230413-2291-9076D49Cb87D_Accuse,2023-04-13,Accuse,-3.0,Verbal Conflict,,Akhilesh Yadav,India,Leader Of The Opposition,Akhilesh Yadav,Yogi Adityanath,India,Chief Minister,Yogi Adityanath Government,IND,"['[""[\'UP\']""]']",2023-04-13,English,Ngec_Coder-Vers001-B1-Run-001
2406,2406,2406,20230414-1020-99336Ead33Cc_Threaten,2023-04-14,Threaten,-3.5,Verbal Conflict,,Congee,,Diet,Congress,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,IND,"['[""[\'MH\']""]']",2023-04-14,English,Ngec_Coder-Vers001-B1-Run-001
2407,2407,2407,20230414-4375-7De671D5064C_Request,2023-04-14,Request,0.0,Verbal Conflict,,Sukhbir Singh Badal,India,Member Of Parliament,Sukhbir Badal,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,IND,"['[""[\'PB\']""]']",2023-04-14,English,Ngec_Coder-Vers001-B1-Run-001
2408,2408,2408,20230414-1020-99336Ead33Cc_Accuse,2023-04-14,Accuse,-3.0,Verbal Conflict,,Congee,,Diet,Congress,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'MH\']""]']",2023-04-14,English,Ngec_Coder-Vers001-B1-Run-001
2409,2409,2409,20230414-6459-Dd6Fb3B84C9B_Assault,2023-04-14,Assault,-9.0,Material Conflict,,Yogi Adityanath,India,Chief Minister,Yogi Adityanath,Samajwadi Party,India,Political Party,Samajwadi Party,IND,"['[""[\'UP\']""]']",2023-04-14,English,Ngec_Coder-Vers001-B1-Run-001
2410,2410,2410,20230414-1175-2E258B9F24Bc_Concede,2023-04-14,Concede,4.5,Verbal Cooperation,,Supreme Court,,Court Supreme,Supreme Court,Calcutta High Court,India,High Court,Calcutta High Court,IND,"['[""[\'WB\']""]']",2023-04-14,English,Ngec_Coder-Vers001-B1-Run-001
2411,2411,2411,20230414-1175-2E258B9F24Bc_Retreat,2023-04-14,Retreat,6.5,Material Cooperation,,Supreme Court,,Court Supreme,Supreme Court,Calcutta High Court,India,High Court,Calcutta High Court,IND,"['[""[\'WB\']""]']",2023-04-14,English,Ngec_Coder-Vers001-B1-Run-001
2412,2412,2412,20230415-6563-E35574E015D2_Request,2023-04-15,Request,0.0,Verbal Conflict,,Sukhbir Singh Badal,India,Member Of Parliament,Sukhbir Singh Badal,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,IND,"['[""[\'PB\']""]']",2023-04-15,English,Ngec_Coder-Vers001-B1-Run-001
2413,2413,2413,20230415-7383-4F2B30A8Bf88_Request,2023-04-15,Request,0.0,Verbal Conflict,,Sukhbir Singh Badal,India,Member Of Parliament,Sukhbir Singh Badal,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,IND,"['[""[\'PB\']""]']",2023-04-15,English,Ngec_Coder-Vers001-B1-Run-001
2414,2414,2414,20230415-5204-0Fe0C70Fdc0C_Retreat,2023-04-15,Retreat,6.5,Material Cooperation,Election,Congee,,Diet,Congress,Aam Aadmi Party,India,Political Party,Aam Admi Party,IND,"['[""[\'UP\']""]']",2023-04-15,English,Ngec_Coder-Vers001-B1-Run-001
2415,2415,2415,20230416-3923-06A6773F263B_Accuse,2023-04-16,Accuse,-3.0,Verbal Conflict,,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,Bharatiya Janata Party,India,Political Party,Bjp,IND,"['[""[\'KA\']""]']",2023-04-16,English,Ngec_Coder-Vers001-B1-Run-001
2416,2416,2416,20230416-8636-De25D4871293_Sanction,2023-04-16,Sanction,-6.0,Material Conflict,Election,Amit Shah,India,"Previously Held A Gov Role, So Coded As Eli.",Amit Shah,Congee,,Diet,Congress,IND,"['[""[\'RJ\']""]']",2023-04-16,English,Ngec_Coder-Vers001-B1-Run-001
2417,2417,2417,20230416-2750-9C44C1Dcc7A1_Accuse,2023-04-16,Accuse,-3.0,Verbal Conflict,,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,Arvind Kejriwal,India,Chief Minister,Arvind Kejriwal,IND,"['[""[\'DL\']""]']",2023-04-16,English,Ngec_Coder-Vers001-B1-Run-001
2418,2418,2418,20230416-4403-Fcb35B770D3D_Assault,2023-04-16,Assault,-9.0,Material Conflict,,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,Arvind Kejriwal,India,Chief Minister,Arvind Kejriwal,IND,"['[""[\'DL\']""]']",2023-04-16,English,Ngec_Coder-Vers001-B1-Run-001
2419,2419,2419,20230416-4181-8Fb8A3529C4D_Accuse,2023-04-16,Accuse,-3.0,Verbal Conflict,,Central Bureau Of Investigation,India,Investigative Agency,Central Bureau Of Investigation,Manish Sisodia,India,Deputy Prime Minister,Manish Sisodia,IND,"['[""[\'DL\']""]']",2023-04-16,English,Ngec_Coder-Vers001-B1-Run-001
2420,2420,2420,20230417-7161-B38F90C26873_Retreat,2023-04-17,Retreat,6.5,Material Cooperation,,Supreme Court,,Court Supreme,Supreme Court,Calcutta High Court,India,High Court,Calcutta High Court,IND,"['[""[\'WB\']""]']",2023-04-17,English,Ngec_Coder-Vers001-B1-Run-001
2421,2421,2421,20230417-2459-Ab90Df2Fdfa0_Assault,2023-04-17,Assault,-9.0,Material Conflict,Election,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,Congee,,Diet,Congress,IND,"['[""[\'KA\']""]']",2023-04-17,English,Ngec_Coder-Vers001-B1-Run-001
2422,2422,2422,20230417-3787-98Acfac8D152_Accuse,2023-04-17,Accuse,-3.0,Verbal Conflict,,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'KA\']""]']",2023-04-17,English,Ngec_Coder-Vers001-B1-Run-001
2423,2423,2423,20230418-1626-F3Aff477A0B8_Accuse,2023-04-18,Accuse,-3.0,Verbal Conflict,,National Investigation Agency,India,Investigative Agency,National Investigation Agency,Popular Front,India,Coalition Of Ruling Parties,Popular Front Of India,IND,"['[""[\'MH\']""]']",2023-04-18,English,Ngec_Coder-Vers001-B1-Run-001
2424,2424,2424,20230418-7009-A3384A704Ed4_Accuse,2023-04-18,Accuse,-3.0,Verbal Conflict,,National Investigation Agency,India,Investigative Agency,National Investigation Agency,Popular Front,India,Coalition Of Ruling Parties,Popular Front Of India,IND,"['[""[\'MH\']""]']",2023-04-18,English,Ngec_Coder-Vers001-B1-Run-001
2425,2425,2425,20230418-8242-Bfc06Fcd07Ea_Accuse,2023-04-18,Accuse,-3.0,Verbal Conflict,Election,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,Congee,,Diet,Congress,IND,"['[""[\'KA\']""]']",2023-04-18,English,Ngec_Coder-Vers001-B1-Run-001
2426,2426,2426,20230418-5951-0B04D5485710_Request,2023-04-18,Request,0.0,Verbal Conflict,,Sushil Kumar Modi,India,Member Of Parliament,Sushil Kumar Modi,Nitish Kumar,India,Chief Minister,Nitish Kumar,IND,"['[""[\'BR\']""]']",2023-04-18,English,Ngec_Coder-Vers001-B1-Run-001
2427,2427,2427,20230418-3306-Ac832D7D74Ec_Accuse,2023-04-18,Accuse,-3.0,Verbal Conflict,,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,Bharatiya Janata Party,India,Political Party,Bjp Government,IND,"['[""[\'KA\']""]']",2023-04-18,English,Ngec_Coder-Vers001-B1-Run-001
2428,2428,2428,20230418-1444-8D3955A07F13_Request,2023-04-18,Request,0.0,Verbal Conflict,,Supreme Court Of The United Kingdom,United Kingdom,Court Of Appeals,The Supreme Court,Supreme Court,,Court Supreme,Supreme Court,IND,"['[""[\'UP\']""]']",2023-04-18,English,Ngec_Coder-Vers001-B1-Run-001
2429,2429,2429,20230418-8018-977464E63938_Sanction,2023-04-18,Sanction,-6.0,Material Conflict,,Punjab; Haryana,Pakistan; India,Region; State,Punjab Court; Haryana Court,Punjab,Pakistan,Region,Punjab Government,IND,"['[""[\'PB\', \'HR\']""]']",2023-04-18,English,Ngec_Coder-Vers001-B1-Run-001
2430,2430,2430,20230418-0027-Ac832D7D74Ec_Accuse,2023-04-18,Accuse,-3.0,Verbal Conflict,,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,Bharatiya Janata Party,India,Political Party,Bjp Government,IND,"['[""[\'KA\']""]']",2023-04-18,English,Ngec_Coder-Vers001-B1-Run-001
2431,2431,2431,20230418-6019-Ac832D7D74Ec_Accuse,2023-04-18,Accuse,-3.0,Verbal Conflict,,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,Bharatiya Janata Party,India,Political Party,Bjp Government,IND,"['[""[\'KA\']""]']",2023-04-18,English,Ngec_Coder-Vers001-B1-Run-001
2432,2432,2432,20230418-0064-9C518C16D237_Sanction,2023-04-18,Sanction,-6.0,Material Conflict,,Punjab; Haryana,Pakistan; India,Region; State,Punjab Court; Haryana Court,Punjab,Pakistan,Region,Punjab Government,IND,"['[""[\'PB\', \'HR\']""]']",2023-04-18,English,Ngec_Coder-Vers001-B1-Run-001
2433,2433,2433,20230419-7295-205174750C00_Sanction_Convict,2023-04-19,Sanction,-6.0,Material Conflict,Election,J. P. Nadda,India,"Previously Held A Gov Role, So Coded As Eli.",J.P. Nadda,Congee,,Diet,Congress,IND,"['[""[\'KA\']""]']",2023-04-19,English,Ngec_Coder-Vers001-B1-Run-001
2434,2434,2434,20230419-1868-88Bc5Bd468B0_Concede,2023-04-19,Concede,4.5,Verbal Cooperation,,Ajit Pawar,India,Leader Of The Opposition,Ajit Pawar,Sharad Pawar,India,Chairman Of The Council Of Ministers,Sharad Pawar,IND,"['[""[\'MH\']""]']",2023-04-19,English,Ngec_Coder-Vers001-B1-Run-001
2435,2435,2435,20230419-3212-F2E9A1747684_Accuse,2023-04-19,Accuse,-3.0,Verbal Conflict,,Delhi High Court,India,High Court,Delhi Court,Manish Sisodia,India,Deputy Prime Minister,Manish Sisodia,IND,"['[""[\'DL\']""]']",2023-04-19,English,Ngec_Coder-Vers001-B1-Run-001
2436,2436,2436,20230420-9518-05D7A73Fc543_Sanction_Convict,2023-04-20,Sanction,-6.0,Material Conflict,,Congee,,Diet,Congress,Pinarayi Vijayan,India,Chief Minister,Pinarayi Vijayan,IND,"['[""[\'KL\']""]']",2023-04-20,English,Ngec_Coder-Vers001-B1-Run-001
2437,2437,2437,20230420-7978-F4A5B5800D00_Accuse,2023-04-20,Accuse,-3.0,Verbal Conflict,,Suvendu Adhikari,India,Leader Of The Opposition,Suvendu Adhikari,Mamata Banerjee,India,"Previously Held A Gov Role, So Coded As Eli",Mamata Banerjee,IND,"['[""[\'WB\']""]']",2023-04-20,English,Ngec_Coder-Vers001-B1-Run-001
2438,2438,2438,20230420-8530-C16797A36942_Accuse,2023-04-20,Accuse,-3.0,Verbal Conflict,Terrorism,Bharatiya Janata Party,India,Political Party,Bjp,Congee,,Diet,Congress,IND,"['[""[\'KA\']""]']",2023-04-20,English,Ngec_Coder-Vers001-B1-Run-001
2439,2439,2439,20230420-8154-4E7A552Ce33E_Accuse,2023-04-20,Accuse,-3.0,Verbal Conflict,,Suvendu Adhikari,India,Leader Of The Opposition,Suvendu Adhikari,Mamata Banerjee,India,"Previously Held A Gov Role, So Coded As Eli",Mamata Banerjee,IND,"['[""[\'WB\']""]']",2023-04-20,English,Ngec_Coder-Vers001-B1-Run-001
2440,2440,2440,20230420-4694-E7F1B5F57582_Accuse,2023-04-20,Accuse,-3.0,Verbal Conflict,,Suvendu Adhikari,India,Leader Of The Opposition,Suvendu Adhikari,Mamata Banerjee,India,"Previously Held A Gov Role, So Coded As Eli",Mamata Banerjee,IND,"['[""[\'WB\']""]']",2023-04-20,English,Ngec_Coder-Vers001-B1-Run-001
2441,2441,2441,20230424-8754-6E9Ad8F7Ce44_Accuse,2023-04-24,Accuse,-3.0,Verbal Conflict,,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,Congee,,Diet,Congress,IND,"['[""[\'MP\']""]']",2023-04-24,English,Ngec_Coder-Vers001-B1-Run-001
2442,2442,2442,20230424-8771-Ab83A33F2211_Accuse,2023-04-24,Accuse,-3.0,Verbal Conflict,,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,Samajwadi Party,India,Political Party,Samajwadi Party,IND,"['[""[\'UP\']""]']",2023-04-24,English,Ngec_Coder-Vers001-B1-Run-001
2443,2443,2443,20230424-1420-Bd4F62444E11_Request,2023-04-24,Request,0.0,Verbal Conflict,Election,Bharatiya Janata Party,India,Political Party,Senior Bjp Leaders,Bharatiya Janata Party,India,Political Party,Bjp National Leadership,IND,"['[""[\'DL\']""]']",2023-04-24,English,Ngec_Coder-Vers001-B1-Run-001
2444,2444,2444,20230424-5263-E1395528913D_Aid,2023-04-24,Aid,10.0,Material Cooperation,,Yogi Adityanath,India,Chief Minister,Yogi Adityanath,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,IND,"['[""[\'UP\']""]']",2023-04-24,English,Ngec_Coder-Vers001-B1-Run-001
2445,2445,2445,20230424-9129-B7B81E5Faf0A_Protest_Demo,2023-04-24,Protest,-5.0,Material Conflict,,Edge (Wrestler),Canada,Individuals,Wrestlers,Brij Bhushan Sharan Singh,India,Member Of Parliament,Brij Bhushan Sharan Singh,IND,"['[""[\'DL\']""]']",2023-04-24,English,Ngec_Coder-Vers001-B1-Run-001
2446,2446,2446,20230425-1274-Cc557Ede5Cfe_Accuse,2023-04-25,Accuse,-3.0,Verbal Conflict,,Congee,,Diet,Congress,Bharatiya Janata Party,India,Political Party,Bjp Government,IND,"['[""[\'GA\']""]']",2023-04-25,English,Ngec_Coder-Vers001-B1-Run-001
2447,2447,2447,20230425-3936-3912494F57A9_Accuse,2023-04-25,Accuse,-3.0,Verbal Conflict,Election,Bharatiya Janata Party,India,Political Party,Bjp Leadership,Congee,,Diet,Congress,IND,"['[""[\'KA\']""]']",2023-04-25,English,Ngec_Coder-Vers001-B1-Run-001
2448,2448,2448,20230426-8858-969B5300416D_Accuse,2023-04-26,Accuse,-3.0,Verbal Conflict,,Edge (Wrestler),Canada,Individuals,Wrestlers,Brij Bhushan Sharan Singh,India,Member Of Parliament,Brij Bhushan Sharan Singh,IND,"['[""[\'DL\']""]']",2023-04-26,English,Ngec_Coder-Vers001-B1-Run-001
2449,2449,2449,20230426-2481-B13F75C36F94_Accuse,2023-04-26,Accuse,-3.0,Verbal Conflict,,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,Bharatiya Janata Party,India,Political Party,Bjp,IND,"['[""[\'KA\']""]']",2023-04-26,English,Ngec_Coder-Vers001-B1-Run-001
2450,2450,2450,20230426-3007-1114Ba9589E0_Mobilize,2023-04-26,Mobilize,-5.5,Material Conflict,Election,Gujarat,India,State,Gujarat High Court Judge,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,IND,"['[""[\'GJ\']""]']",2023-04-26,English,Ngec_Coder-Vers001-B1-Run-001
2451,2451,2451,20230426-3007-1114Ba9589E0_Sanction_Convict,2023-04-26,Sanction,-6.0,Material Conflict,Election,Gujarat,India,State,Gujarat High Court Judge,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,IND,"['[""[\'GJ\']""]']",2023-04-26,English,Ngec_Coder-Vers001-B1-Run-001
2452,2452,2452,20230426-3007-1114Ba9589E0_Concede,2023-04-26,Concede,4.5,Verbal Cooperation,Election,Gujarat,India,State,Gujarat High Court Judge,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,IND,"['[""[\'GJ\']""]']",2023-04-26,English,Ngec_Coder-Vers001-B1-Run-001
2453,2453,2453,20230426-1355-11Ba85Cb0F75_Accuse,2023-04-26,Accuse,-3.0,Verbal Conflict,,Delhi High Court,India,High Court,Delhi Court,Manish Sisodia,India,Deputy Prime Minister,Manish Sisodia,IND,"['[""[\'DL\']""]']",2023-04-26,English,Ngec_Coder-Vers001-B1-Run-001
2454,2454,2454,20230427-7263-91795A54Cbb0_Accuse,2023-04-27,Accuse,-3.0,Verbal Conflict,,Mallikarjun Kharge,India,Member Of Parliament,Mallikarjun Kharge,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,IND,"['[""[\'KA\']""]']",2023-04-27,English,Ngec_Coder-Vers001-B1-Run-001
2455,2455,2455,20230427-3178-213Bffc8F8A1_Retreat,2023-04-27,Retreat,6.5,Material Cooperation,Election,Gujarat,India,State,Gujarat High Court Judge,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,IND,"['[""[\'GJ\']""]']",2023-04-27,English,Ngec_Coder-Vers001-B1-Run-001
2456,2456,2456,20230427-6126-1C302429B25C_Accuse,2023-04-27,Accuse,-3.0,Verbal Conflict,Election | Health,Pratibha Singh,India,Central Election Committee,Pratibha Singh,Bharatiya Janata Party,India,Political Party,Bjp Leaders,IND,"['[""[\'HM\']""]']",2023-04-27,English,Ngec_Coder-Vers001-B1-Run-001
2457,2457,2457,20230427-6319-C798304B73F8_Accuse,2023-04-27,Accuse,-3.0,Verbal Conflict,,Edge (Wrestler),Canada,Individuals,Indian Wrestlers,Brij Bhushan Sharan Singh,India,Member Of Parliament,Brij Bhushan Sharan Singh,IND,"['[""[\'DL\']""]']",2023-04-27,English,Ngec_Coder-Vers001-B1-Run-001
2458,2458,2458,20230427-5125-956789Ec1Bd9_Accuse,2023-04-27,Accuse,-3.0,Verbal Conflict,,Central Bureau Of Investigation,India,Investigative Agency,Central Bureau Of Investigation,Manish Sisodia,India,Deputy Prime Minister,Manish Sisodia,IND,"['[""[\'DL\']""]']",2023-04-27,English,Ngec_Coder-Vers001-B1-Run-001
2459,2459,2459,20230427-5956-8314Eda05445_Accuse,2023-04-27,Accuse,-3.0,Verbal Conflict,Election,Bharatiya Janata Party,India,Political Party,Bjp,Congee,,Diet,Congress,IND,"['[""[\'DL\']""]']",2023-04-27,English,Ngec_Coder-Vers001-B1-Run-001
2460,2460,2460,20230427-9239-7C4961Dec674_Sanction_Convict,2023-04-27,Sanction,-6.0,Material Conflict,Election,Gujarat,India,State,Gujarat High Court Judge,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,IND,"['[""[\'GJ\']""]']",2023-04-27,English,Ngec_Coder-Vers001-B1-Run-001
2461,2461,2461,20230427-3178-213Bffc8F8A1_Concede,2023-04-27,Concede,4.5,Verbal Cooperation,Election,Gujarat,India,State,Gujarat High Court Judge,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,IND,"['[""[\'GJ\']""]']",2023-04-27,English,Ngec_Coder-Vers001-B1-Run-001
2462,2462,2462,20230427-9239-7C4961Dec674_Mobilize,2023-04-27,Mobilize,-5.5,Material Conflict,Election,Gujarat,India,State,Gujarat High Court Judge,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,IND,"['[""[\'GJ\']""]']",2023-04-27,English,Ngec_Coder-Vers001-B1-Run-001
2463,2463,2463,20230427-3178-213Bffc8F8A1_Sanction_Convict,2023-04-27,Sanction,-6.0,Material Conflict,Election,Gujarat,India,State,Gujarat High Court Judge,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,IND,"['[""[\'GJ\']""]']",2023-04-27,English,Ngec_Coder-Vers001-B1-Run-001
2464,2464,2464,20230427-3178-213Bffc8F8A1_Mobilize,2023-04-27,Mobilize,-5.5,Material Conflict,Election,Gujarat,India,State,Gujarat High Court Judge,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,IND,"['[""[\'GJ\']""]']",2023-04-27,English,Ngec_Coder-Vers001-B1-Run-001
2465,2465,2465,20230427-2698-7D627413226C_Accuse,2023-04-27,Accuse,-3.0,Verbal Conflict,,Edge (Wrestler),Canada,Individuals,Indian Wrestlers,Brij Bhushan Sharan Singh,India,Member Of Parliament,Brij Bhushan Sharan Singh,IND,"['[""[\'DL\']""]']",2023-04-27,English,Ngec_Coder-Vers001-B1-Run-001
2466,2466,2466,20230427-0589-B19Ffc17F8A6_Accuse,2023-04-27,Accuse,-3.0,Verbal Conflict,,Delhi High Court,India,High Court,Delhi Court,Manish Sisodia,India,Deputy Prime Minister,Manish Sisodia,IND,"['[""[\'DL\']""]']",2023-04-27,English,Ngec_Coder-Vers001-B1-Run-001
2467,2467,2467,20230427-0183-C968F9Bb53F3_Accuse,2023-04-27,Accuse,-3.0,Verbal Conflict,,Edge (Wrestler),Canada,Individuals,Indian Wrestlers,Brij Bhushan Sharan Singh,India,Member Of Parliament,Brij Bhushan Sharan Singh,IND,"['[""[\'DL\']""]']",2023-04-27,English,Ngec_Coder-Vers001-B1-Run-001
